start_time,stop_time,is_vis,is_ruleA,is_switch,is_cueB,is_choL,is_correct,association_mat,rule_belief,signed_bias,rule_following,bias_following,prob_actual_cho,trial_onset_plane_frame_idx,trial_offset_plane_frame_idx
2502.616,2518.63,True,True,False,False,False,True,[0.21903107 0.78096896 0.38971555 0.61028445],-0.17068450152873993,0.39125339686870575,-0.08534224331378937,-0.19562669098377228,0.21903106570243835,[14051 14051 14051 14051 14050],[14115 14115 14115 14114 14114]
2518.64975,2538.65875,True,True,False,True,False,False,[0.22680943 0.77319056 0.53069872 0.46930125],-0.30388929694890976,0.24249183386564255,0.15194464474916458,-0.12124592810869217,0.5306987166404724,[14147 14147 14147 14147 14146],[14224 14224 14224 14223 14223]
2538.6775,2554.2535,True,True,False,False,False,True,[0.39062697 0.60937303 0.51160038 0.4883996 ],-0.12097342312335968,0.09777264297008514,-0.06048670411109924,-0.04888632893562317,0.3906269669532776,[14267 14267 14267 14267 14267],[14329 14328 14328 14328 14328]
2626.24225,2643.64525,True,True,False,True,True,True,[0.28339219 0.71660781 0.47230712 0.52769285],-0.1889149397611618,0.24430067837238312,-0.0944574773311615,0.12215033173561096,0.5276928544044495,[14792 14792 14792 14792 14792],[14865 14865 14864 14864 14864]
2643.66525,2661.738,True,True,False,True,True,True,[0.26119182 0.73880821 0.49002916 0.50997084],-0.22883735597133636,0.2487790435552597,-0.11441868543624878,0.12438952922821045,0.5099708437919617,[14897 14897 14896 14896 14896],[14973 14973 14973 14973 14972]
2755.4155,2775.19525,True,True,False,True,True,True,[0.27123612 0.72876382 0.43109766 0.56890237],-0.1598614901304245,0.29766620695590973,-0.07993072271347046,0.14883309602737427,0.5689023733139038,[15567 15567 15567 15566 15566],[15654 15653 15653 15653 15653]
2938.87275,2955.92725,True,True,False,True,True,True,[0.33456412 0.66543585 0.28223574 0.7177642 ],0.05232836306095123,0.38320009410381317,0.02616417407989502,0.1916000247001648,0.7177641987800598,[16667 16667 16667 16666 16666],[16737 16737 16737 16737 16736]
3027.33075,3047.6785,True,True,False,False,False,True,[0.29742557 0.70257443 0.226878   0.77312201],0.07054757326841354,0.475696437060833,0.03527378290891647,-0.2378482148051262,0.2974255681037903,[17197 17197 17197 17197 17197],[17287 17287 17287 17287 17287]
3083.76675,3099.13175,True,True,False,False,False,True,[0.60840201 0.39159796 0.40193495 0.59806502],0.20646706223487854,-0.010336995124816895,0.10323353111743927,0.005168482661247253,0.6084020137786865,[17536 17536 17535 17535 17535],[17596 17596 17595 17595 17595]
3183.07325,3198.46075,True,True,False,False,False,True,[0.34014487 0.65985519 0.18448584 0.81551421],0.1556590273976326,0.4753693416714668,0.0778295174241066,-0.23768464475870132,0.3401448726654053,[18131 18131 18131 18131 18131],[18192 18191 18191 18191 18191]
3248.5925,3266.6015,True,True,False,False,False,True,[0.31441358 0.68558645 0.14489737 0.8551026 ],0.1695161759853363,0.5406890511512756,0.08475810289382935,-0.2703445255756378,0.31441357731819153,[18524 18524 18524 18524 18523],[18600 18600 18600 18600 18599]
