start_time,stop_time,is_vis,is_ruleA,is_switch,is_cueB,is_choL,is_correct,association_mat,rule_belief,signed_bias,rule_following,bias_following,prob_actual_cho,trial_onset_plane_frame_idx,trial_offset_plane_frame_idx
157.895,172.04675,True,False,False,False,True,True,[0.17769375 0.82230628 0.78592497 0.21407504],-0.6082312241196632,0.03638129681348801,0.3041156157851219,0.0181906595826149,0.8223062753677368,[886 886 886 886 885],[939 939 939 938 938]
464.165,476.7745,True,False,False,True,False,True,[0.06136075 0.93863928 0.71546638 0.28453362],-0.6541056483983994,0.2231728881597519,0.3270528167486191,-0.11158643662929535,0.7154663801193237,[2723 2722 2722 2722 2722],[2766 2766 2766 2765 2765]
503.708,516.5905,True,False,False,True,False,True,[0.06405875 0.93594122 0.79143238 0.2085676 ],-0.7273736223578453,0.14450884610414505,0.36368681490421295,-0.07225443422794342,0.7914323806762695,[2960 2959 2959 2959 2959],[3005 3005 3004 3004 3004]
544.40875,559.00425,True,False,False,False,True,True,[0.08702178 0.91297817 0.91986775 0.08013227],-0.8328459374606609,-0.006889548152685165,0.4164229519665241,-0.0034447796642780304,0.9129781723022461,[3204 3204 3203 3203 3203],[3259 3259 3259 3259 3258]
641.4465,654.35175,True,False,False,False,True,True,[0.14310303 0.85689694 0.7775048  0.22249521],-0.6344017460942268,0.07939215749502182,0.3172008618712425,0.03969607502222061,0.8568969368934631,[3786 3785 3785 3785 3785],[3831 3831 3830 3830 3830]
785.23675,798.11225,True,False,False,False,True,True,[0.08455151 0.91544849 0.93070489 0.0692951 ],-0.8461533822119236,-0.015256408601999283,0.42307669296860695,-0.007628206163644791,0.9154484868049622,[4648 4647 4647 4647 4647],[4693 4693 4692 4692 4692]
867.154,878.9695,True,False,False,False,True,True,[0.05936445 0.94063562 0.79106468 0.20893532],-0.7317002676427364,0.14957090839743614,0.36585015058517456,0.07478547096252441,0.940635621547699,[5139 5139 5138 5138 5138],[5178 5177 5177 5177 5177]
893.11325,905.455,True,False,False,True,False,True,[0.08973426 0.9102658  0.9004308  0.09956917],-0.8106965869665146,0.009834960103034973,0.4053482711315155,-0.00491747260093689,0.9004307985305786,[5294 5294 5294 5294 5294],[5336 5336 5336 5336 5336]
926.64225,940.63575,True,False,False,True,False,True,[0.07447899 0.92552102 0.88672882 0.11327122],-0.8122498132288456,0.038792211562395096,0.40612491592764854,-0.019396092742681503,0.886728823184967,[5496 5495 5495 5495 5495],[5547 5547 5547 5547 5547]
955.66625,967.51025,True,False,False,True,False,True,[0.22335365 0.77664632 0.88589209 0.11410788],-0.6625384353101254,-0.10924577340483665,0.3312692195177078,0.05462287366390228,0.8858920931816101,[5670 5669 5669 5669 5669],[5709 5708 5708 5708 5708]
1186.732,1198.4465,True,False,False,False,True,True,[0.20292203 0.79707795 0.48140812 0.51859188],-0.27848608046770096,0.31566984206438065,0.13924303650856018,0.15783491730690002,0.7970779538154602,[7055 7055 7055 7054 7054],[7093 7093 7093 7093 7092]
1222.32,1234.7475,True,False,False,False,True,True,[0.08279046 0.91720957 0.86137599 0.13862404],-0.7785855270922184,0.05583358183503151,0.38929276168346405,0.0279168039560318,0.9172095656394958,[7268 7268 7268 7268 7268],[7311 7311 7310 7310 7310]
3460.5415,3473.996,True,False,False,False,True,True,[0.61593616 0.3840639  0.18560675 0.81439322],0.430329367518425,0.19845710694789886,-0.2151646614074707,0.09922856092453003,0.3840638995170593,[20688 20688 20688 20688 20687],[20737 20737 20736 20736 20736]
3488.639,3499.845,True,False,False,True,False,True,[0.60027581 0.39972425 0.16946673 0.83053327],0.43080905079841614,0.23025748133659363,-0.21540454030036926,-0.11512872576713562,0.16946673393249512,[20857 20856 20856 20856 20856],[20892 20892 20891 20891 20891]
3527.9995,3538.824,True,False,False,True,False,True,[0.48704079 0.51295924 0.21281134 0.78718865],0.27422942966222763,0.3001478835940361,-0.1371147260069847,-0.15007393807172775,0.21281133592128754,[21093 21092 21092 21092 21092],[21125 21125 21125 21125 21125]
