start_time,stop_time,is_vis,is_ruleA,is_switch,is_cueB,is_choL,is_correct,association_mat,rule_belief,signed_bias,rule_following,bias_following,prob_actual_cho,trial_onset_plane_frame_idx,trial_offset_plane_frame_idx
1428.08275,1442.5145,True,True,False,True,False,False,[0.11914957 0.88085043 0.44864839 0.55135155],-0.32949885725975037,0.432202011346817,0.164749413728714,-0.2161010205745697,0.4486483931541443,[8502 8502 8502 8501 8501],[8545 8545 8545 8545 8545]
1442.5385,1453.94875,True,True,False,False,False,True,[0.38283765 0.61716235 0.65143299 0.34856701],-0.2685953378677368,-0.034270644187927246,-0.1342976689338684,0.017135322093963623,0.3828376531600952,[8589 8589 8588 8588 8588],[8625 8625 8625 8625 8624]
1510.9665,1524.861,True,True,False,False,True,False,[0.15890631 0.84109372 0.32979676 0.67020321],-0.17089048027992249,0.5112969279289246,0.08544525504112244,0.2556484639644623,0.8410937190055847,[8999 8999 8999 8998 8998],[9039 9039 9039 9039 9038]
1539.3355,1552.73575,True,True,False,True,True,True,[0.21582921 0.78417075 0.40100527 0.59899479],-0.18517600744962692,0.38316553086042404,-0.09258797764778137,0.19158276915550232,0.598994791507721,[9169 9169 9169 9169 9168],[9217 9217 9217 9217 9217]
1593.842,1605.5975,True,True,False,True,True,True,[0.41357979 0.58642018 0.48956561 0.51043439],-0.07598580420017242,0.09685458242893219,-0.037992894649505615,0.0484272837638855,0.5104343891143799,[9496 9496 9496 9495 9495],[9534 9534 9534 9534 9533]
1667.331,1681.51775,True,True,False,True,False,False,[0.63557917 0.3644208  0.75332665 0.24667335],-0.1177474707365036,-0.3889058381319046,0.0588737428188324,0.1944529116153717,0.7533266544342041,[9937 9936 9936 9936 9936],[9979 9978 9978 9978 9978]
1820.3835,1835.47525,True,True,False,False,True,False,[0.20944896 0.79055101 0.13951766 0.86048234],0.06993131339550018,0.6510333567857742,-0.03496566414833069,0.3255166709423065,0.7905510067939758,[10854 10854 10854 10854 10853],[10902 10901 10901 10901 10901]
1835.49525,1848.205,True,True,False,False,True,False,[0.19281146 0.80718851 0.2747539  0.72524607],-0.08194243907928467,0.5324346125125885,0.040971219539642334,0.26621729135513306,0.8071885108947754,[10945 10945 10944 10944 10944],[10978 10978 10977 10977 10977]
1848.22425,1858.248,True,True,False,False,False,True,[0.11691197 0.88308805 0.2136483  0.78635168],-0.0967363528907299,0.6694397293031216,-0.048368167132139206,-0.33471986278891563,0.11691197007894516,[11021 11021 11021 11021 11020],[11049 11049 11049 11049 11048]
1908.71525,1923.8195,True,True,False,True,False,False,[0.74397987 0.25602016 0.6185438  0.3814562 ],0.12543605268001556,-0.3625236600637436,-0.06271803379058838,0.1812618374824524,0.618543803691864,[11384 11384 11383 11383 11383],[11431 11431 11431 11431 11430]
2000.91975,2015.037,True,True,False,True,True,True,[0.88690817 0.11309189 0.47720936 0.52279061],0.4096987657248974,-0.3641175143420696,0.20484935864806175,-0.18205874785780907,0.5227906107902527,[11937 11936 11936 11936 11936],[11989 11989 11989 11989 11988]
2015.05725,2028.0745,True,True,False,False,False,True,[0.80665982 0.19334017 0.32759264 0.67240739],0.47906719893217087,-0.13425245136022568,0.23953358829021454,0.06712622940540314,0.8066598176956177,[12021 12021 12021 12021 12021],[12067 12067 12067 12067 12066]
2052.957,2064.40225,True,True,False,False,False,True,[0.85784394 0.14215606 0.34549594 0.65450406],0.5123479962348938,-0.20333987474441528,0.2561739981174469,0.10166993737220764,0.8578439354896545,[12249 12248 12248 12248 12248],[12285 12285 12285 12285 12284]
2113.9905,2126.916,True,True,False,True,True,True,[0.63782799 0.36217195 0.1319661  0.86803383],0.5058618858456612,0.23020584136247635,0.2529309391975403,0.11510288715362549,0.8680338263511658,[12615 12614 12614 12614 12614],[12660 12660 12660 12659 12659]
2164.85875,2176.59,True,True,False,False,False,True,[0.40811878 0.59188122 0.076866   0.92313397],0.3312527686357498,0.5150151997804642,0.1656263917684555,-0.2575076073408127,0.4081187844276428,[12920 12919 12919 12919 12919],[12958 12958 12957 12957 12957]
2176.612,2188.98075,True,True,False,False,False,True,[0.75679666 0.24320333 0.11981454 0.88018548],0.6369821354746819,0.12338880449533463,0.31849105656147003,-0.061694398522377014,0.756796658039093,[12990 12990 12990 12989 12989],[13032 13032 13032 13032 13031]
2203.52775,2217.167,True,True,False,True,True,True,[0.72584122 0.27415881 0.10956877 0.89043117],0.6162724047899246,0.164589986205101,0.3081361800432205,0.08229498565196991,0.8904311656951904,[13151 13151 13151 13151 13151],[13201 13201 13201 13201 13200]
