start_time,stop_time,is_vis,is_ruleA,is_switch,is_cueB,is_choL,is_correct,association_mat,rule_belief,signed_bias,rule_following,bias_following,prob_actual_cho,trial_onset_plane_frame_idx,trial_offset_plane_frame_idx
95.63675,118.34975,True,False,False,True,True,False,[0.42143324 0.57856673 0.39876825 0.60123175],0.022665008902549744,0.17979849874973297,0.011332511901855469,0.08989924192428589,0.6012317538261414,[513 513 513 513 513],[607 606 606 606 606]
118.3745,138.879,True,False,False,True,True,False,[0.4149099  0.5850901  0.33033404 0.66966593],0.0845758467912674,0.25475604832172394,0.0422879159450531,0.12737801671028137,0.6696659326553345,[650 650 649 649 649],[730 729 729 729 729]
138.90225,158.31125,True,False,False,True,True,False,[0.34632364 0.65367639 0.2417566  0.75824344],0.1045670434832573,0.4119197949767113,0.052283525466918945,0.20595991611480713,0.7582434415817261,[773 773 773 772 772],[846 846 846 846 845]
158.3355,175.2845,True,False,False,True,False,True,[0.28202748 0.71797246 0.18702647 0.8129735 ],0.09500102698802948,0.5309460014104843,-0.04750050604343414,-0.26547302305698395,0.1870264708995819,[889 889 889 889 889],[959 958 958 958 958]
193.28825,210.20825,True,False,False,False,False,False,[0.4505049  0.5494951  0.41988254 0.58011746],0.030622363090515137,0.12961256504058838,0.015311181545257568,-0.06480628252029419,0.4505048990249634,[1099 1099 1099 1098 1098],[1157 1157 1157 1157 1156]
210.23825,227.24725,True,False,False,False,True,True,[0.43543476 0.56456518 0.43922272 0.56077731],-0.0037879198789596558,0.1253425031900406,0.0018939375877380371,0.0626712441444397,0.5645651817321777,[1201 1200 1200 1200 1200],[1270 1270 1270 1270 1270]
685.866,705.504,True,False,False,False,False,False,[0.07799385 0.92200613 0.35978493 0.64021504],-0.2817910835146904,0.5622211918234825,-0.1408955380320549,-0.28111060708761215,0.07799385488033295,[4053 4053 4052 4052 4052],[4127 4127 4127 4127 4127]
745.534,762.27375,True,False,False,True,False,True,[0.09514968 0.90485036 0.48965913 0.51034081],-0.3945095017552376,0.4151911810040474,0.1972547248005867,-0.207595594227314,0.4896591305732727,[4410 4410 4410 4410 4410],[4479 4479 4478 4478 4478]
882.35525,900.82625,True,False,False,True,False,True,[0.29240888 0.70759112 0.25383496 0.74616504],0.03857392072677612,0.4537561535835266,-0.01928696036338806,-0.2268780767917633,0.25383496284484863,[5231 5231 5230 5230 5230],[5310 5309 5309 5309 5309]
990.04725,1009.0555,True,False,False,True,False,True,[0.09301347 0.90698653 0.28750998 0.71249002],-0.1944965086877346,0.6194765530526638,0.09724825248122215,-0.30973827466368675,0.2875099778175354,[5877 5876 5876 5876 5876],[5958 5958 5958 5958 5958]
1009.07375,1028.85075,True,False,False,True,True,False,[0.17563163 0.82436842 0.48374566 0.51625437],-0.30811404436826706,0.34062274545431137,-0.15405702590942383,0.17031139135360718,0.5162543654441833,[5991 5991 5990 5990 5990],[6066 6066 6066 6066 6065]
1028.86875,1045.5655,True,False,False,True,False,True,[0.17071836 0.82928169 0.29002327 0.70997673],-0.11930493265390396,0.5392583981156349,0.059652455151081085,-0.26962918788194656,0.2900232672691345,[6109 6109 6109 6109 6109],[6178 6177 6177 6177 6177]
1189.0935,1207.56875,True,False,False,False,True,True,[0.28959194 0.71040809 0.29528537 0.70471466],-0.0056934356689453125,0.41512271761894226,0.0028467178344726562,0.20756137371063232,0.710408091545105,[7070 7070 7070 7070 7069],[7149 7149 7148 7148 7148]
1277.08475,1297.028,True,False,False,True,False,True,[0.06536619 0.93463385 0.33292031 0.66707963],-0.2675541713833809,0.6017134860157967,0.13377705961465836,-0.30085674673318863,0.3329203128814697,[7598 7598 7597 7597 7597],[7685 7685 7685 7685 7684]
1297.04825,1317.09,True,False,False,False,True,True,[0.14795382 0.85204619 0.52504081 0.47495922],-0.37708697468042374,0.32700539380311966,0.18854348361492157,0.16350270807743073,0.8520461916923523,[7717 7717 7717 7717 7717],[7806 7805 7805 7805 7805]
1317.1095,1336.29425,True,False,False,True,False,True,[0.07308493 0.92691505 0.39482397 0.60517603],-0.3217390291392803,0.5320910923182964,0.1608695201575756,-0.26604555174708366,0.39482396841049194,[7838 7838 7837 7837 7837],[7921 7920 7920 7920 7920]
1416.18075,1434.58675,True,False,False,True,False,True,[0.12799133 0.87200862 0.4968704  0.5031296 ],-0.3688790425658226,0.3751382455229759,0.1844395324587822,-0.18756913393735886,0.49687039852142334,[8432 8432 8431 8431 8431],[8510 8510 8510 8509 8509]
1452.79425,1475.8105,True,False,False,False,True,True,[0.10605443 0.89394557 0.62604803 0.373952  ],-0.5199935883283615,0.2678975611925125,0.25999678671360016,0.13394878804683685,0.893945574760437,[8651 8651 8651 8651 8651],[8757 8757 8757 8757 8756]
1475.82875,1494.65275,True,False,False,True,False,True,[0.09325031 0.90674967 0.61681706 0.383183  ],-0.5235667042434216,0.28993264958262444,0.2617833726108074,-0.14496631547808647,0.616817057132721,[8789 8789 8789 8789 8789],[8870 8870 8870 8870 8869]
1494.67625,1514.888,True,False,False,True,False,True,[0.1419514  0.85804856 0.73533821 0.26466179],-0.5933867916464806,0.12271036952733994,0.2966934069991112,-0.06135519593954086,0.7353382110595703,[8902 8902 8902 8902 8902],[8992 8992 8991 8991 8991]
1554.25775,1574.03475,True,False,False,True,False,True,[0.11976156 0.88023841 0.73971057 0.26028943],-0.619948998093605,0.1405278593301773,0.3099745064973831,-0.07026393711566925,0.7397105693817139,[9260 9260 9259 9259 9259],[9346 9346 9346 9346 9345]
1677.40625,1699.542,True,False,False,False,True,True,[0.08772857 0.91227144 0.70449811 0.29550186],-0.6167695634067059,0.20777330920100212,0.3083847910165787,0.10388664901256561,0.9122714400291443,[9998 9998 9998 9998 9997],[10099 10099 10098 10098 10098]
1699.56175,1719.02625,True,False,False,True,False,True,[0.08858152 0.91141844 0.71870399 0.28129598],-0.6301224604249,0.19271446019411087,0.3150612339377403,-0.09635724872350693,0.7187039852142334,[10131 10131 10131 10130 10130],[10216 10215 10215 10215 10215]
1739.6315,1760.67725,True,False,False,False,True,True,[0.09021396 0.90978599 0.72913468 0.27086529],-0.6389207057654858,0.18065131828188896,0.31946034729480743,0.09032563865184784,0.9097859859466553,[10371 10371 10371 10371 10370],[10465 10465 10465 10465 10465]
1760.69875,1783.46925,True,False,False,False,True,True,[0.08550614 0.91449386 0.71906972 0.28093028],-0.6335635781288147,0.1954241394996643,0.31678178906440735,0.09771206974983215,0.9144938588142395,[10498 10497 10497 10497 10497],[10602 10602 10602 10601 10601]
1905.4435,1924.1745,True,False,False,True,False,True,[0.19301616 0.80698383 0.80835563 0.19164439],-0.615339457988739,-0.0013717859983444214,0.3076697364449501,0.0006858929991722107,0.8083556294441223,[11366 11365 11365 11365 11365],[11446 11445 11445 11445 11445]
1924.19425,1944.146,True,False,False,False,False,False,[0.25417873 0.74582124 0.8369785  0.16302148],-0.5827997624874115,-0.09115725755691528,-0.29139988124370575,0.04557861387729645,0.2541787326335907,[11478 11478 11478 11477 11477],[11554 11554 11554 11554 11554]
1944.16525,1961.5765,True,False,False,False,True,True,[0.33705053 0.6629495  0.78150022 0.21849973],-0.4444497302174568,-0.11855075508356094,0.2222248837351799,-0.05927538126707077,0.6629495024681091,[11598 11598 11597 11597 11597],[11670 11670 11670 11669 11669]
2017.38575,2034.07325,True,False,False,False,True,True,[0.11326911 0.88673085 0.41696054 0.58303952],-0.3036913797259331,0.4697703644633293,0.15184566378593445,0.23488518595695496,0.8867308497428894,[12037 12037 12036 12036 12036],[12105 12104 12104 12104 12104]
2049.95975,2067.986,True,False,False,True,False,True,[0.08163452 0.91836542 0.57181489 0.42818508],-0.4901803582906723,0.3465505391359329,0.24509018659591675,-0.17327529191970825,0.5718148946762085,[12232 12232 12232 12231 12231],[12308 12308 12308 12307 12307]
2101.3565,2126.298,True,False,False,True,False,True,[0.19703633 0.80296367 0.7999658  0.20003417],-0.60292948782444,0.002997860312461853,0.3014647364616394,-0.0014989376068115234,0.7999657988548279,[12540 12540 12540 12540 12539],[12658 12658 12657 12657 12657]
