start_time,stop_time,is_vis,is_ruleA,is_switch,is_cueB,is_choL,is_correct,association_mat,rule_belief,signed_bias,rule_following,bias_following,prob_actual_cho,trial_onset_plane_frame_idx,trial_offset_plane_frame_idx
29.89975,43.28375,True,False,False,True,False,True,[0.20999528 0.79000467 0.19312802 0.80687201],0.016867302358150482,0.5968766883015633,-0.008433632552623749,-0.29843834787607193,0.19312801957130432,[110 110 110 110 109],[158 158 158 158 158]
86.2925,99.972,True,False,False,True,False,True,[0.62356031 0.37643969 0.73080486 0.26919514],-0.10724455118179321,-0.35436517000198364,0.053622275590896606,0.17718258500099182,0.7308048605918884,[449 448 448 448 448],[498 498 497 497 497]
114.6615,130.9925,True,False,False,False,True,True,[0.54113972 0.45886031 0.76857787 0.23142207],-0.22743819653987885,-0.3097176104784012,0.11371912062168121,-0.1548588126897812,0.4588603079319,[619 619 618 618 618],[685 684 684 684 684]
131.0155,146.974,True,False,False,False,True,True,[0.39940742 0.60059255 0.62486762 0.37513232],-0.2254602164030075,-0.024275079369544983,0.11273011565208435,-0.012137562036514282,0.6005925536155701,[717 717 716 716 716],[780 780 780 780 780]
162.17025,176.99425,True,False,False,True,False,True,[0.4294135  0.5705865  0.76258439 0.23741561],-0.33317089080810547,-0.19199788570404053,0.16658544540405273,0.09599894285202026,0.762584388256073,[904 903 903 903 903],[960 960 960 960 960]
192.574,208.9845,True,False,False,True,False,True,[0.26444486 0.73555517 0.6635837  0.3364163 ],-0.3991388529539108,0.07197146117687225,0.19956941902637482,-0.03598572313785553,0.6635836958885193,[1086 1086 1086 1085 1085],[1152 1152 1152 1152 1151]
322.15525,338.52325,True,False,False,False,True,True,[0.13460697 0.86539304 0.57138413 0.42861584],-0.43677718192338943,0.29400888830423355,0.2183886021375656,0.14700444042682648,0.8653930425643921,[1863 1863 1863 1863 1862],[1929 1929 1929 1929 1928]
352.16375,370.00775,True,False,False,True,False,True,[0.11184551 0.88815451 0.52689469 0.47310528],-0.4150492027401924,0.3612597957253456,0.2075245901942253,-0.1806299015879631,0.5268946886062622,[2043 2043 2043 2042 2042],[2118 2118 2118 2117 2117]
462.458,478.97375,True,False,False,False,True,True,[0.311683   0.688317   0.66205847 0.33794156],-0.3503754585981369,0.026258543133735657,0.17518772184848785,0.013129279017448425,0.6883170008659363,[2705 2704 2704 2704 2704],[2771 2771 2771 2771 2771]
493.9405,510.11675,True,False,False,False,True,True,[0.2235551  0.77644485 0.63661951 0.36338049],-0.4130643829703331,0.13982536643743515,0.20653218030929565,0.06991267204284668,0.7764448523521423,[2893 2893 2893 2893 2893],[2958 2958 2958 2958 2957]
527.86425,543.7265,True,False,False,True,False,True,[0.30768174 0.69231826 0.78076965 0.21923031],-0.47308792918920517,-0.08845140784978867,0.2365439534187317,0.04422569274902344,0.7807696461677551,[3097 3097 3096 3096 3096],[3160 3160 3159 3159 3159]
