start_time,stop_time,is_vis,is_ruleA,is_switch,is_cueB,is_choL,is_correct,association_mat,rule_belief,signed_bias,rule_following,bias_following,prob_actual_cho,trial_onset_plane_frame_idx,trial_offset_plane_frame_idx
1923.351,1937.2135,True,True,False,False,False,True,[0.25965276 0.74034721 0.41296497 0.587035  ],-0.15331220626831055,0.32738223671913147,-0.07665610313415527,-0.16369113326072693,0.2596527636051178,[10686 10686 10685 10685 10685],[10737 10737 10736 10736 10736]
1937.23375,1950.84125,True,True,False,True,True,True,[0.37751734 0.62248266 0.58021832 0.41978168],-0.20270097255706787,0.042264342308044434,-0.10135048627853394,0.021132171154022217,0.4197816848754883,[10769 10769 10769 10769 10768],[10819 10819 10818 10818 10818]
2045.70225,2059.593,True,True,False,True,True,True,[0.23599368 0.76400632 0.32682079 0.67317921],-0.0908271074295044,0.43718552589416504,-0.0454135537147522,0.21859276294708252,0.6731792092323303,[11420 11419 11419 11419 11419],[11471 11471 11470 11470 11470]
2131.7125,2146.39125,True,True,False,True,True,True,[0.30476671 0.69523329 0.37610531 0.62389463],-0.07133862376213074,0.3191279470920563,-0.03566932678222656,0.15956395864486694,0.6238946318626404,[11935 11935 11935 11935 11935],[11991 11991 11991 11991 11991]
2282.19475,2295.415,True,True,False,True,True,True,[0.24684727 0.75315273 0.20373061 0.79626936],0.04311664402484894,0.549422100186348,0.021558314561843872,0.2747110426425934,0.7962693572044373,[12838 12838 12838 12837 12837],[12885 12885 12885 12885 12884]
2348.43,2361.80675,True,True,False,False,False,True,[0.22030276 0.77969724 0.15011661 0.84988338],0.07018614560365677,0.6295806244015694,0.03509307652711868,-0.314790315926075,0.2203027606010437,[13235 13235 13235 13235 13234],[13283 13283 13283 13283 13283]
2389.944,2404.78675,True,True,False,False,False,True,[0.24089946 0.7591005  0.15137728 0.84862274],0.08952221274375916,0.6077232509851456,0.044761091470718384,-0.3038616329431534,0.240899458527565,[13484 13484 13484 13484 13483],[13541 13541 13541 13540 13540]
2461.47875,2475.5355,True,True,False,False,False,True,[0.20841829 0.79158169 0.17702359 0.82297647],0.03139474242925644,0.6145581379532814,0.015697352588176727,-0.3072790578007698,0.20841829478740692,[13913 13913 13913 13913 13912],[13965 13965 13965 13965 13965]
2517.45325,2530.4885,True,True,False,False,False,True,[0.20555802 0.79444194 0.16216353 0.83783644],0.04339449852705002,0.6322784200310707,0.02169724553823471,-0.31613922864198685,0.20555801689624786,[14249 14249 14248 14248 14248],[14295 14295 14295 14294 14294]
2560.36125,2573.90275,True,True,False,False,False,True,[0.25596792 0.74403203 0.17116223 0.82883775],0.08480570465326309,0.5728698149323463,0.04240284115076065,-0.28643492609262466,0.255967915058136,[14506 14506 14506 14506 14505],[14555 14555 14555 14555 14555]
