start_time,stop_time,is_vis,is_ruleA,is_switch,is_cueB,is_choL,is_correct,association_mat,rule_belief,signed_bias,rule_following,bias_following,prob_actual_cho,trial_onset_plane_frame_idx,trial_offset_plane_frame_idx
2693.451,2716.9305,True,False,False,True,False,True,[0.76658577 0.23341422 0.34753588 0.65246409],0.4190498813986778,-0.11412166804075241,-0.2095249444246292,0.05706082284450531,0.3475358784198761,[16094 16094 16093 16093 16093],[16202 16202 16202 16202 16202]
2833.31325,2852.8445,True,False,False,True,False,True,[0.63690162 0.36309841 0.4042936  0.5957064 ],0.23260800540447235,-0.04119519889354706,-0.11630401015281677,0.020597606897354126,0.40429359674453735,[16932 16932 16932 16932 16932],[17017 17017 17017 17017 17017]
3044.27075,3064.563,True,False,False,False,True,True,[0.58558607 0.41441393 0.46397057 0.53602946],0.12161551415920258,-0.04955662786960602,-0.060807764530181885,-0.024778306484222412,0.4144139289855957,[18197 18197 18197 18197 18196],[18287 18287 18286 18286 18286]
3064.58125,3089.46,True,False,False,False,True,True,[0.47019309 0.52980691 0.44130591 0.55869412],0.028887197375297546,0.08850102126598358,-0.01444360613822937,0.04425051808357239,0.529806911945343,[18319 18319 18319 18318 18318],[18436 18436 18436 18435 18435]
3089.48075,3110.8615,True,False,False,False,False,False,[0.39849764 0.60150236 0.41626996 0.58373004],-0.017772316932678223,0.18523240089416504,-0.008886158466339111,-0.09261620044708252,0.39849764108657837,[18468 18468 18468 18468 18467],[18553 18553 18553 18553 18552]
3190.30225,3210.197,True,False,False,True,False,True,[0.34023792 0.65976208 0.28123465 0.71876532],0.05900324881076813,0.3785274177789688,-0.02950163185596466,-0.189263716340065,0.28123465180397034,[19073 19073 19072 19072 19072],[19160 19160 19160 19159 19159]
3331.83025,3353.89725,True,False,False,True,False,True,[0.362001   0.637999   0.42372799 0.57627201],-0.06172698736190796,0.21427100896835327,0.03086349368095398,-0.10713550448417664,0.42372798919677734,[19921 19921 19921 19921 19921],[20022 20021 20021 20021 20021]
3353.91725,3375.74325,True,False,False,False,True,True,[0.45137423 0.54862577 0.57310039 0.42689958],-0.12172617018222809,-0.02447463572025299,0.06086309254169464,-0.012237325310707092,0.5486257672309875,[20054 20054 20053 20053 20053],[20153 20152 20152 20152 20152]
3420.1445,3441.97725,True,False,False,False,True,True,[0.22252087 0.77747911 0.30386707 0.69613296],-0.08134617656469345,0.47361206263303757,0.04067307710647583,0.23680603504180908,0.7774791121482849,[20451 20451 20451 20450 20450],[20550 20549 20549 20549 20549]
3526.832,3545.6965,True,False,False,True,False,True,[0.24569245 0.75430751 0.20424499 0.79575497],0.041447460651397705,0.5500625222921371,-0.020723730325698853,-0.27503128349781036,0.20424498617649078,[21091 21090 21090 21090 21090],[21172 21171 21171 21171 21171]
